"","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"241",0.0299405583779071,0.0109386186214094,0.0273465465535236,0.0287858384773932,0,0,0,0,0.0783311057294976,0.0825663745231849,0.0764647445352113,0.0393890982688271,0.0910560042823376,0.0559669135406768,0.075576154148391,0.0638503123717667,0.00708715885421769,0.204627676869137,0.00939590252073485,0,0.0337255476888353,0,0.0213751897017872,0.00965172231300832,0.216600080472042,0.0634637651025853,0.296243454372389,0.541811545876323,0.719622885013027,0.541426345467161,0.342081838303956,0.514454011334584,0.0417525263838229,0.173432022820646,0.408355290134761,0.682857626944971,0.779142511656894,0.606414917210795,0.0963951804374825,0.34794824404043,0.566478771107391,0.26403566774405,0.457501921103348,0.708322554779096,0.517868092130835,0.785978248487485,0.916231157836401,0.658316542751575,1,0.1853123973232
"201",0.682771600723439,0.425360511212576,1,0.770066671478726,0.405365615521642,0.163754318203052,0.76042048006224,0.0876546174720994,0.46381546332169,0.772133629905503,0.308933401194338,0.356484305823154,0.371039052813868,0.0986132095231482,0.266762970194456,0.469599169654372,0.434146595482739,0.658388148938382,0.483971137587685,0.738760461481611,0.556067243883754,0.493806566623806,0.398111642863001,0.59636536871453,0.427903888211375,0.502315287453261,0.45256885554809,0.417109057832354,0.220786592379358,0.247428082422961,0.127988101462072,0.199542614281657,0,0.092719953361985,0.109477007734492,0.213006741567553,0.0863189605987588,0.296279983283724,0.460456969723933,0.526875768392387,0.379556436556753,0.470119507760338,0.346168927821181,0.260027967344498,0.400493374974018,0.119686921244233,0.632848314694029,0.38900507782226,0.0980047293294904,0.631887431803371
"204",0.539954991338391,0.305930343371197,0.559738282101663,0.389483573814673,0.019007532312875,0.383689258315626,0.14262631799019,0.764515878572998,0.116462768341146,0.348970688865636,0.331384089022117,0.23206890795559,0.310067500646943,0.252401019456485,0.991266053301061,1,0.58889002253579,0.524834639515232,0.400624153867933,0.261937317945866,0.3813850741339,0.229795756045843,0.279864715187934,0.0829482820162684,0.133198717208937,0.140628726025791,0.355551964502723,0.135049269325934,0.113339342600269,0.304419724973949,0.189442606965311,0.106863957824846,0.101873141817479,0.0371718105150175,0.0192890529882901,0.0973447437722409,0.062467963812365,0.0831385159472424,0.0486244169038978,0.0494616157348734,0.00555025633664367,0.0307096981369592,0,0,0.00590472001796163,0.00476187098222712,0.00942242556057707,0,0,0
"202",0.0684356492470848,0.343382625378314,0.628496202577366,0.574587443170319,0.0938433767272127,0.154108789002384,0.201800165775237,0,0.166705625532098,0.411184657941438,0.0759749767050109,0.0362375324345111,0.086670824733055,0.191920399885583,0.138429053709253,0.328278818943073,0.210771594260225,0.449629782489845,0.163259105275924,0.420300405267642,0.343289265324689,0.158096555916885,0.512601497586153,0.389868828459398,0.340541547064141,0.68836987648177,0.248667009678223,0.57460467983314,0.292329547453797,0.216798126100185,0.209554674386039,0.135468102383066,0.10468364765056,0.109512897117067,0.250678379349002,0.320983841336301,0.306947294208173,0.330819815097723,0.186665376522166,0.421662246728067,1,0.112019540787177,0.484401570820718,0.136604934796625,0.228898346444569,0.170789115182722,0.463893324336054,0.294856680224639,0.13369856363655,0.319799824184845
"220",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000300225645617739,0.0230468283144274,0.0220442129712672,0.0114346991247451,1,0.552182628984087,0.0435388802643981,0.151252459355551,0.141581150564774,0.90379150771418,0.200810177375411,0.351213635106463,0.0807650772999713,0.152434088100308,0.0118914527298484,0.185768519736749,0.0478527931577019,0.00361347520271341,0.0891561096550737,0,0,0,0.00186675921850236,0.00135576670272095,0.000500891972313652,0.000469577048339533,0.000571524698386477,0,0.000648957076877549,0,0,0,0,0,0,0,0
"221",0,0,0,0,0,0.00204029006123704,0.00162026520234018,0.00287259653196909,0.0260698245750391,0.00521292752859121,0.000680096687079013,0.000467566472366821,0,0.000748106355786914,0.0396345235969936,0.000415614642103841,0.610323539593037,0.00232797067179753,0.11451405785967,1,0.00282897361432026,0.425225906741937,0.00049873757052461,0.00255236286092006,0.00313644899668901,0.00110022778898307,0.00256362336185077,0.00420310949124658,0.00124901825023871,0.0525467356495268,0.0587579199574584,0.000415614642103841,0,0.000300882173232187,0.000132191587541516,0.000217472777845033,0.000882932541120122,0.000366419439569101,0.000272159150820767,0,0.000320617009622963,0.000512585650816958,0.00063417061769293,0,0,0,0.000212530214712192,0.00127752557725187,0.000207941823099013,0.00708993317427546
"712",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305192499448207,0,0.00582194527059832,0,0.050113710554731,0,0,0,0.0318138747907405,0.015061893867331,0,0.0329308464886699,0.163688252897053,0.205502158766257,0.0457798526954874,0.221608615928886,0.0908865011521066,0.189408172938614,0.0678343975226592,0.0626193690615429,0.0852267817248677,0.0595673030816727,0.184006955203006,0.157452346362825,0.117900881006093,1,0.58874334905893,0.175989303855048,0.588968453415685,0.12751864122211,0.304633432793524,0.113439655515668,0.122559138153069,0.195860569517731,0.0453112697779981,0.00736684930533387,0.0207018365590837
"62",0.353237459129407,0.233356266851483,0.572925959040598,1,0.0569051679775079,0.106549061234318,0.0524177896809693,0.226511239659056,0.0292441337134281,0.10445627378068,0,0.0230036536883303,0.0194293689770078,0.00503026056461496,0.290569198672751,0.125784729758482,0.0535656234537361,0.0190968843077681,0.418440536591694,0.0460825698566723,0.0917758178038211,0.00312926005415079,0.0794641428156925,0.071310517298318,0.0255926802851206,0.101170551456564,0.037482938343546,0.00594365726693475,0.0481413588882069,0.128908856538096,0.0307380721978765,0.0800548922607414,0.114742570556684,0.10843601926525,0.0136576024556174,0.087972654564492,0.347368599174343,0.236047095141722,0.277362319639536,0.151383444785016,0.120364430685529,0.261156501668602,0.0378812704831093,0.724598843855265,0.668731791504882,0.126852678663868,0.29971844987264,0.604320678639426,0.424857865824098,0.366117438152368
"60",0.0135247125117855,0.00661299172378619,0.00835364740299358,0.000991788813017931,0.00463529916406449,0.00345141849391199,0.00414899769304663,0.0150273072809134,0.00296990582931358,0,2.07374455858536e-07,0.00145020858557986,0.000171364341418625,0.0188726921376411,0.0238277136276903,0.0359735885338977,0.046801635351572,0.0255109933944094,0.0242332701632374,0.0694281311918261,0.0853912853865594,0.0591572928677378,0.0212813671565882,0.0408940985683638,0.0777335436312388,0.0118485091649867,0.0576930124931614,0.0218637306565619,0.0670883948263214,0.0428505452307911,0.059937214723532,0.0819590234950949,0.104203360513542,0.0582887460811267,0.093011509898235,0.0330984264161186,0.292938708010835,0.0784801278650233,0.10304018247125,0.3060900827484,0.161755607609817,1,0.0405485501581439,0.0791244304843828,0.120014926390907,0.0426049875513049,0.036493219785798,0.0331076589062863,0.0092735161778296,0.00386186217877287
"110",0,0,0,0,0,0.0921154646950966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292139777723733,1,0.882207917085815,0.67784283053473,0.258176898613951,0.0371026299129992,0,0,0,0,0.0340447728320071,0.193668120619723,0.0354065637452874,0.103194077535998,0.099667368975868,0.0514315450612733,0,0.107034930041477,0,0,0.077103690650108,0,0,0,0.0323828246682091,0,0.0340486119285951
