"","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"241",0.0239199076232445,0.00873900692323379,0.0218475173080845,0.0229973866400889,0,0,0,0,0.0625797551744642,0.0659633673645216,0.0610886945604485,0.0314684709637371,0.0727458447328904,0.0447127065886298,0.0603787879615346,0.0510108580598465,0.00566202483482195,0.163479754321503,0.00750651065007619,0,0.0269437855860275,0,0.017076921433548,0.00771088846167688,0.173044665723456,0.0507020403399452,0.236672809275567,0.432860401699525,0.574916229544532,0.432552660003886,0.273293699754716,0.411004105942497,0.0333566449072997,0.138557134186362,0.326240435939708,0.545543979179904,0.622467245565056,0.484472888513098,0.0770113830973831,0.277980448796793,0.452567373807443,0.210941583051426,0.365504328680925,0.565888246435598,0.41373166019295,0.627928406023747,0.731989176032095,0.525937782813391,0.798913210679959,0.148048522324278
"201",2.46685604672241,1.68895075177724,3.42553133912393,2.73066479673466,1.62852547927087,0.898367707669616,2.70151366966707,0.66839175653697,1.80516295894899,2.73691121722757,1.33710396254041,1.48080445563291,1.52478940893146,0.701509004118858,1.20966344850792,1.82264152131066,1.71550260503493,2.39316840455953,1.86607410991961,2.63605633768304,2.08395105896331,1.89579711967725,1.60660372076674,2.20573339841804,1.69663692581958,1.92151077093843,1.77117531780315,1.66401457172507,1.07072123039009,1.15123274296529,0.790280952604655,1.00652118726334,0.403496443800016,0.683699378352741,0.734339781409296,1.0472102497564,0.664355354857555,1.29886489206942,1.79501347410085,1.99573340138241,1.55052923981932,1.82421400122426,1.44963102335249,1.18931003487524,1.61380139831754,0.765194496313972,2.3159861342523,1.57908336343708,0.699670155740511,2.31308231262641
"204",0.432573934463071,0.245089858278171,0.448422914580624,0.31202682563622,0.0152274970486595,0.307384827889833,0.11426216725596,0.612476311653459,0.0933017727920556,0.279570753704344,0.265481607738156,0.185917274941876,0.248404257494716,0.202205931605801,0.794132591891151,0.801129615249683,0.471777237178475,0.420460572824544,0.320951874247947,0.209845742745505,0.305538877702863,0.184096185627017,0.224207911600472,0.0664523252573153,0.106709437069347,0.112661837174095,0.284843208523336,0.108191969174836,0.0907995039300055,0.243879657142795,0.151768082830017,0.085611881416277,0.0816135909085131,0.0297794382560301,0.0154530315990396,0.0779857571248344,0.0500449358144311,0.066604727293244,0.0389544604059598,0.0396251651833068,0.00444647472351246,0.024602448652896,0,0,0.00473044607614671,0.00381487586786025,0.00754858416406389,0,0,0
"202",0.0462921184048819,0.232275273590237,0.425135451286296,0.388669797771105,0.0634787388556136,0.104244240921485,0.136504252841439,0,0.112765154430394,0.278138792882231,0.0513919668495923,0.0245122558288668,0.0586269893678587,0.129821255055809,0.0936379535444749,0.222058563387924,0.142572821405588,0.304144336444179,0.110433815054807,0.284304983445427,0.232212121786984,0.106941697294123,0.346740470527337,0.263720066485434,0.230353475007712,0.465635968665928,0.168206523676731,0.388681457215342,0.197741296719752,0.146649365262123,0.141749656877672,0.0916350689237994,0.0708114537585261,0.0740781165369138,0.169567080111573,0.217124001199226,0.207629220207159,0.223777376552576,0.126266584844654,0.2852261776889,0.676432808253862,0.0757736925539781,0.32766511487284,0.092404059665817,0.154834351290165,0.115527360802241,0.313792664110857,0.199450732236763,0.0904380948601791,0.216323093152446
"220",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040904505794827,0.31400352904568,0.300343308570546,0.155793058800104,13.6245875033969,7.52326054644942,0.59319928396221,2.06075236759369,1.92898477470137,12.3137864816788,2.73595583322393,4.7851409038941,1.10039086289207,2.07685157182316,0.162016138260326,2.53101945252985,0.65197456765906,0.0492321090907235,1.214715217458,0,0,0,0.0254338243202582,0.0184717620754134,0.00682444650653639,0.00639779358468879,0.00778678826351906,0,0.00884177247986681,0,0,0,0,0,0,0,0
"221",0,0,0,0,0,0.0595841381129577,0.047317833591427,0.0838906152392241,0.761336859680583,0.152237076353788,0.0198613793709859,0.0136546983175528,0,0.0218475173080845,1.15747705334246,0.0121375096156025,17.8237412256236,0.0679854931740432,3.34424088467542,29.2037584483608,0.0826166620893951,12.4181946664767,0.014565011538723,0.0745385884628765,0.0915960988849092,0.0321307865876355,0.0748674374120643,0.122746594314378,0.0364760272775655,1.53456217515865,1.71595210136573,0.0121375096156025,0,0.00878689030849064,0.00386049119146776,0.00635102247328037,0.0257849486570694,0.0107008248039597,0.00794807010008068,0,0.00936322170346478,0.0149694275305542,0.0185201655341521,0,0,0,0.00620668105343309,0.0373085483696663,0.00607268277309535,0.20705269583656
"712",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590248784800728,0,0.0112597659751143,0,0.0969209820367988,0,0,0,0.0615287104663065,0.029130023077446,0,0.0636889574859797,0.316576562442802,0.397445545696625,0.0885392087640526,0.428595776403066,0.175776426212352,0.36631943481729,0.131193167518306,0.121107191560704,0.164830408468532,0.115204431043957,0.355873364842926,0.304516186579653,0.228022811394785,1.93402126811081,1.13864215853876,0.340367056615679,1.13907751515227,0.246623764204153,0.58916753800028,0.219394706414466,0.237031979789366,0.378798507031588,0.0876329594357549,0.0142476432354831,0.0400377921942217
"62",7.95083745186674,5.31260607190667,12.7855332308208,22.1841729591723,1.42943793491875,2.52195357081489,1.33068397684805,5.16196721694873,0.820700173715448,2.47589749290257,0.177123063941226,0.683365618432928,0.604706156451092,0.287824259172721,6.57169391714978,2.94527388779431,1.35594441195676,0.597389149745735,9.38576483090191,1.19126447807749,2.19683806552556,0.245988846088076,1.92589441976794,1.74645717618005,0.740342455928572,2.40358843777388,1.00201195828751,0.307925425974812,1.23657235101822,3.01402670171229,0.85357735248311,1.93889507228071,2.70226853928924,2.56347995035183,0.477686602631229,2.11314166235793,7.82168115800754,5.37182326434947,6.28104947130553,3.50862608663704,2.82598909564874,5.92440722662615,1.01077807355776,16.1234059746908,14.8939369661164,2.96877629264068,6.77304194480974,13.476438391479,9.52699131551354,8.23428779287458
"60",49.3688654038726,25.2808337967241,31.3471912645649,5.69038482779587,18.3883793199007,14.2624379116136,16.6935705213712,54.605557018258,12.5843185778252,2.23390256985044,2.2346252903712,7.28802314530231,2.83112427469667,68.0071041599386,85.2758448870873,127.605422080828,165.342237844666,91.1422416163655,86.6892495870726,244.197817182502,299.830990828659,208.402928214749,76.4015751994062,144.753886966635,273.14300225108,43.5271306989921,203.299766060721,78.4311696845555,236.043604179204,151.572297386812,211.12103313966,287.86921814404,365.392936132004,205.375956626935,326.388228095754,117.585197292669,1023.15431789883,275.744922260931,361.339145432573,1068.98816160762,565.968218270793,3487.33296053123,143.549616527697,277.990380712703,420.497809476106,150.716504549359,129.416388467312,117.617373435455,34.5530250651939,15.6928748110684
"110",0,0,0,0,0,0.0178054389959455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564690956916586,0.193294785570281,0.170526190161507,0.131023484578563,0.0499042482567838,0.00717174489312668,0,0,0,0,0.00658067706435174,0.0374350378469887,0.00684390414692581,0.0199468770894436,0.0192651827145445,0.00994144947416708,0,0.0206892938508974,0,0,0.0149037413508899,0,0,0,0.00625943115040149,0,0.0065814191417035
"10",39.1618383990509,50.7181540009295,47.0257805356838,45.8265772885031,38.2646645634009,75.5340991916873,92.6574696819331,137.535248276075,192.505723418724,188.143977395406,268.176003729698,238.202882260617,214.873350417397,162.18122671093,281.560009315452,236.06996266032,164.689038471839,302.943622549912,215.104874318752,125.817924365399,110.453803197671,54.8744391414827,67.4239892304315,54.6693497927861,99.4915030222262,67.1216171485499,52.8466441142613,52.0635819626719,69.7815050361006,49.6739114542118,121.253869146427,84.4550215051394,23.4258432216576,68.2202385517834,34.0260212335923,37.9046841396142,33.599939921406,34.0346417061922,45.8524017152598,22.8788793314351,15.541860088919,17.7139418676365,66.4014038016517,38.2245770955928,27.3506768679734,14.5178077139113,9.68004075029288,40.5946393380012,7.27682439682002,45.0626586547341
"118",0.122701888232802,0.0433702669751561,0.0429180005690508,0.365123600876573,0.40593458129509,0.540812099967309,0.498992970119337,0,0.190508649587781,0.295691202671161,0.124356737493249,0.265830089196661,0.0181732487266961,0.0298834143353256,0.0394848318050644,0.0059382094444952,0.00883669666503823,0.0289922240332443,0.173492166950129,0.170012756291831,0.195072144726872,0.477460102289746,0.723228693159657,0.669087565191497,0.86921003031562,0.637391251090079,0.827060767864149,0.762341323406205,0.477306225222466,0.207054119465726,0.43790876527925,0.58514596851996,0.845614567389273,0.480052589047474,0.387013284232273,0.379277593944819,0.666951004518578,1.04849189242446,1.13498391505093,0.253326540705674,0.288330650558466,0.154312475778594,0.106624955554375,0.626596245245853,0.176128920407695,0.160947638037102,0.0361200863069989,0.0715077043576011,0.118267401066051,0.062506271148808
"11",0.0524098119855418,0.149935864515955,0.0912828703259305,0.0176031419258628,0.096522553353339,0.11589461078289,0.0175205868939733,0.0824204865610548,0.415825823192014,0.0180682708180021,0.177079816747888,1.05759218917523,1.74042997251414,1.1091958115451,2.28536632345961,1.69078173421102,0.15097150567003,0.207532977878238,0.236873468666286,0.337536385146853,0.0612461531525988,0.067712160210453,0.0154147333196523,0.0115059820730346,0.00928186200212446,0.114362109216761,0.00966825209438698,0.131792433510061,0.0480899230986152,0.197772974608653,0.0119958153280126,0.0397614103568957,0,0.0142341406462004,0.00290071010522158,0,0.0101107586336106,0.0232050198148441,0.199836170640775,0,0,0,0.0897011138565425,0.00499590426601937,0,0.138519067129142,0.0228716749337178,0.0533412168812379,0.109752351922022,0.0133673623558903
"16",0,0.0288374911671811,0,0.0542879089118083,0.0180156255601829,0.0193024559573388,0.00423885166789676,0.0569019011468299,0.0240253128660798,0.00924606919481571,0.0299972210808483,0.0195729863695724,0.0259487466815177,0.00938018126353455,0.0829994435501041,0.05832837381934,0.262472265054263,0.554743354762417,0.0496705467121732,0.0483030868316693,0.136132756704641,0.0508460031965892,0.00133445330285639,0.0306173218728092,0.00545009902695681,0.0550518186648544,0.0333513904162396,0.025145522060448,0.00682444650653639,0.00210301482628565,0.0298642074823714,0.0617723143626685,0,0.012753198889401,0.00665396543025968,0,0.0252768965840266,0.0270725231173181,0.00673740823105814,0,0.00712503125187326,0,0.0195953528479773,0,0,0.0279064611834163,0.00638816295558026,0.959953114961063,0.02666928067431,0
